event_type,sub_event_type,actor1,inter1,admin2,source_scale,fatalities
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,4
Battles,Armed clash,Unidentified Armed Group (Philippines),3,Basilan,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Albay,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Negros Occidental,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Camarines Sur,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Isabela,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Zamboanga Sibugay,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Isabela,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Laguna,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Ilocos Sur,National,1
Battles,Armed clash,Police Forces of the Philippines (2016-),1,Davao del Sur,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Rizal,Local partner-National,1
Battles,Armed clash,Police Forces of the Philippines (2016-),1,Leyte,Local partner-National,6
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Nueva Ecija,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Nueva Ecija,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cavite,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cavite,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cavite,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,National,1
Battles,Armed clash,Police Forces of the Philippines (2016-),1,Sulu,Regional,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Batangas,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Bohol,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Ilocos Norte,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Bulacan,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Ilocos Sur,National,1
Strategic developments,Other,Military Forces of the Philippines (2016-) Citizen Armed Force Geographical Unit,1,Agusan del Sur,National,0
Battles,Armed clash,Unidentified Armed Group (Philippines),3,Cotabato,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Pampanga,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Batangas,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Camarines Norte,Local partner-National,1
Battles,Armed clash,NPA: New People's Army,2,Surigao del Norte,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Rizal,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Bohol,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Bohol,Local partner-National,2
Battles,Armed clash,NPA: New People's Army,2,Cotabato,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Camarines Sur,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Isabela,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Zambales,Local partner-National,1
Battles,Armed clash,NPA: New People's Army,2,Cotabato,National,1
Strategic developments,Other,Military Forces of the Philippines (2016-) Citizen Armed Force Geographical Unit,1,Bukidnon,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,3
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Camarines Norte,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Pangasinan,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Nueva Ecija,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Ilocos Sur,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Nueva Ecija,Local partner-National,1
Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Philippines),3,Zamboanga Sibugay,National,0
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Ilocos Sur,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,La Union,Local partner-National,3
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,3
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Rizal,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Zambales,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-) Anti-Illegal Drugs Special Operations Task Force,1,Batangas,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,1
Violence against civilians,Attack,NIPAR: New Indigenous People's Army for Reform,3,Bukidnon,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Pangasinan,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cavite,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cagayan,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,La Union,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Zamboanga del Norte,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Laguna,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Pangasinan,National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Pangasinan,National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Zamboanga del Sur,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Zamboanga del Sur,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-) Highway Patrol Group,1,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Quezon,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Zambales,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Leyte,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Unidentified Communal Militia (Philippines),4,Ilocos Norte,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Leyte,Local partner-National,3
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Nueva Ecija,National,1
Battles,Armed clash,ASG: Abu Sayyaf,2,Basilan,National-International,2
Strategic developments,Other,Civilians (Philippines),7,Maguindanao,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Isabela,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Ilocos Norte,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Rizal,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Rizal,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Zamboanga del Norte,Local partner-National,3
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Rizal,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Nueva Ecija,Local partner-National,1
